STATISTIC Label,Year,Quarter,County,UNIT,VALUE
New Dwelling Completion,2018,Q4,Louth,Number,184
New Dwelling Completion,2018,Q4,Limerick City &,Number,132
New Dwelling Completion,2018,Q4,Leitrim,Number,15
New Dwelling Completion,2018,Q4,Laois,Number,52
New Dwelling Completion,2018,Q4,Meath,Number,481
New Dwelling Completion,2018,Q4,Monaghan,Number,32
New Dwelling Completion,2018,Q4,Mayo,Number,94
New Dwelling Completion,2018,Q4,Offaly,Number,36
New Dwelling Completion,2018,Q4,Roscommon,Number,47
New Dwelling Completion,2018,Q4,South Dublin,Number,513
New Dwelling Completion,2018,Q4,Sligo,Number,55
New Dwelling Completion,2018,Q4,Tipperary,Number,71
New Dwelling Completion,2018,Q4,Waterford City &,Number,162
New Dwelling Completion,2018,Q4,Westmeath,Number,77
New Dwelling Completion,2018,Q4,Wicklow,Number,203
New Dwelling Completion,2018,Q4,Wexford,Number,123
New Dwelling Completion,2019,Q1,Ireland,Number,4223
New Dwelling Completion,2019,Q1,Cork City,Number,150
New Dwelling Completion,2019,Q1,Clare,Number,55
New Dwelling Completion,2019,Q1,Cavan,Number,31
New Dwelling Completion,2019,Q1,Cork,Number,275
New Dwelling Completion,2019,Q1,Carlow,Number,41
New Dwelling Completion,2019,Q1,Dublin City,Number,518
New Dwelling Completion,2019,Q1,Dún Laoghaire Rathdown,Number,201
New Dwelling Completion,2019,Q1,Donegal,Number,86
New Dwelling Completion,2019,Q1,Fingal,Number,353
New Dwelling Completion,2019,Q1,Galway,Number,144
New Dwelling Completion,2019,Q1,Galway City,Number,30
New Dwelling Completion,2019,Q1,Kildare,Number,396
New Dwelling Completion,2019,Q1,Kilkenny,Number,54
New Dwelling Completion,2019,Q1,Kerry,Number,80
New Dwelling Completion,2019,Q1,Longford,Number,39
New Dwelling Completion,2019,Q1,Louth,Number,171
New Dwelling Completion,2019,Q1,Limerick City &,Number,87
New Dwelling Completion,2019,Q1,Leitrim,Number,11
New Dwelling Completion,2019,Q1,Laois,Number,33
New Dwelling Completion,2019,Q1,Meath,Number,294
New Dwelling Completion,2019,Q1,Monaghan,Number,62
New Dwelling Completion,2019,Q1,Mayo,Number,96
New Dwelling Completion,2019,Q1,Offaly,Number,40
New Dwelling Completion,2019,Q1,Roscommon,Number,39
New Dwelling Completion,2019,Q1,South Dublin,Number,383
New Dwelling Completion,2019,Q1,Sligo,Number,11
New Dwelling Completion,2019,Q1,Tipperary,Number,72
New Dwelling Completion,2019,Q1,Waterford City &,Number,76
New Dwelling Completion,2019,Q1,Westmeath,Number,52
New Dwelling Completion,2019,Q1,Wicklow,Number,208
New Dwelling Completion,2019,Q1,Wexford,Number,135
New Dwelling Completion,2019,Q2,Ireland,Number,4796
New Dwelling Completion,2019,Q2,Cork City,Number,155
New Dwelling Completion,2019,Q2,Clare,Number,120
New Dwelling Completion,2019,Q2,Cavan,Number,32
New Dwelling Completion,2019,Q2,Cork,Number,379
New Dwelling Completion,2019,Q2,Carlow,Number,41
New Dwelling Completion,2019,Q2,Dublin City,Number,404
New Dwelling Completion,2019,Q2,Dún Laoghaire Rathdown,Number,197
New Dwelling Completion,2019,Q2,Donegal,Number,110
New Dwelling Completion,2019,Q2,Fingal,Number,497
New Dwelling Completion,2019,Q2,Galway,Number,197
New Dwelling Completion,2019,Q2,Galway City,Number,41
New Dwelling Completion,2019,Q2,Kildare,Number,394
New Dwelling Completion,2019,Q2,Kilkenny,Number,49
New Dwelling Completion,2019,Q2,Kerry,Number,102
New Dwelling Completion,2019,Q2,Longford,Number,15
New Dwelling Completion,2019,Q2,Louth,Number,135
New Dwelling Completion,2019,Q2,Limerick City &,Number,163
New Dwelling Completion,2019,Q2,Leitrim,Number,11
New Dwelling Completion,2019,Q2,Laois,Number,48
New Dwelling Completion,2019,Q2,Meath,Number,468
New Dwelling Completion,2019,Q2,Monaghan,Number,57
New Dwelling Completion,2019,Q2,Mayo,Number,81
New Dwelling Completion,2019,Q2,Offaly,Number,37
New Dwelling Completion,2019,Q2,Roscommon,Number,34
New Dwelling Completion,2019,Q2,South Dublin,Number,358
New Dwelling Completion,2019,Q2,Sligo,Number,40
New Dwelling Completion,2019,Q2,Tipperary,Number,81
New Dwelling Completion,2019,Q2,Waterford City &,Number,84
New Dwelling Completion,2019,Q2,Westmeath,Number,59
New Dwelling Completion,2019,Q2,Wicklow,Number,233
New Dwelling Completion,2019,Q2,Wexford,Number,174
New Dwelling Completion,2019,Q3,Ireland,Number,5613
New Dwelling Completion,2019,Q3,Cork City,Number,143
New Dwelling Completion,2019,Q3,Clare,Number,102
New Dwelling Completion,2019,Q3,Cavan,Number,38
New Dwelling Completion,2019,Q3,Cork,Number,285
New Dwelling Completion,2019,Q3,Carlow,Number,39
New Dwelling Completion,2019,Q3,Dublin City,Number,372
New Dwelling Completion,2019,Q3,Dún Laoghaire Rathdown,Number,488
New Dwelling Completion,2019,Q3,Donegal,Number,133
New Dwelling Completion,2019,Q3,Fingal,Number,685
New Dwelling Completion,2019,Q3,Galway,Number,200
New Dwelling Completion,2019,Q3,Galway City,Number,93
New Dwelling Completion,2019,Q3,Kildare,Number,485
New Dwelling Completion,2019,Q3,Kilkenny,Number,93
New Dwelling Completion,2019,Q3,Kerry,Number,116
New Dwelling Completion,2019,Q3,Longford,Number,28
New Dwelling Completion,2019,Q3,Louth,Number,157
New Dwelling Completion,2019,Q3,Limerick City &,Number,125
New Dwelling Completion,2019,Q3,Leitrim,Number,10
New Dwelling Completion,2019,Q3,Laois,Number,82
New Dwelling Completion,2019,Q3,Meath,Number,471
New Dwelling Completion,2019,Q3,Monaghan,Number,98
New Dwelling Completion,2019,Q3,Mayo,Number,94
New Dwelling Completion,2019,Q3,Offaly,Number,51
New Dwelling Completion,2019,Q3,Roscommon,Number,33
New Dwelling Completion,2019,Q3,South Dublin,Number,393
New Dwelling Completion,2019,Q3,Sligo,Number,36
New Dwelling Completion,2019,Q3,Tipperary,Number,84
New Dwelling Completion,2019,Q3,Waterford City &,Number,142
New Dwelling Completion,2019,Q3,Westmeath,Number,62
New Dwelling Completion,2019,Q3,Wicklow,Number,351
New Dwelling Completion,2019,Q3,Wexford,Number,124
New Dwelling Completion,2019,Q4,Ireland,Number,6405
New Dwelling Completion,2019,Q4,Cork City,Number,278
New Dwelling Completion,2019,Q4,Clare,Number,107
New Dwelling Completion,2019,Q4,Cavan,Number,36
New Dwelling Completion,2019,Q4,Cork,Number,472
New Dwelling Completion,2019,Q4,Carlow,Number,73
New Dwelling Completion,2019,Q4,Dublin City,Number,488
New Dwelling Completion,2019,Q4,Dún Laoghaire Rathdown,Number,254
New Dwelling Completion,2019,Q4,Donegal,Number,101
New Dwelling Completion,2019,Q4,Fingal,Number,783
New Dwelling Completion,2019,Q4,Galway,Number,249
New Dwelling Completion,2019,Q4,Galway City,Number,93
New Dwelling Completion,2019,Q4,Kildare,Number,623
New Dwelling Completion,2019,Q4,Kilkenny,Number,94
New Dwelling Completion,2019,Q4,Kerry,Number,147
New Dwelling Completion,2019,Q4,Longford,Number,50
New Dwelling Completion,2019,Q4,Louth,Number,204
New Dwelling Completion,2019,Q4,Limerick City &,Number,177
New Dwelling Completion,2019,Q4,Leitrim,Number,7
New Dwelling Completion,2019,Q4,Laois,Number,76
New Dwelling Completion,2019,Q4,Meath,Number,404
New Dwelling Completion,2019,Q4,Monaghan,Number,64
New Dwelling Completion,2019,Q4,Mayo,Number,167
New Dwelling Completion,2019,Q4,Offaly,Number,99
New Dwelling Completion,2019,Q4,Roscommon,Number,47
New Dwelling Completion,2019,Q4,South Dublin,Number,523
New Dwelling Completion,2019,Q4,Sligo,Number,27
New Dwelling Completion,2019,Q4,Tipperary,Number,76
New Dwelling Completion,2019,Q4,Waterford City &,Number,139
New Dwelling Completion,2019,Q4,Westmeath,Number,71
New Dwelling Completion,2019,Q4,Wicklow,Number,323
New Dwelling Completion,2019,Q4,Wexford,Number,153
New Dwelling Completion,2020,Q1,Ireland,Number,4930
New Dwelling Completion,2020,Q1,Cork City,Number,245
New Dwelling Completion,2020,Q1,Clare,Number,76
New Dwelling Completion,2020,Q1,Cavan,Number,37
New Dwelling Completion,2020,Q1,Cork,Number,352
New Dwelling Completion,2020,Q1,Carlow,Number,25
New Dwelling Completion,2020,Q1,Dublin City,Number,656
New Dwelling Completion,2020,Q1,Dún Laoghaire Rathdown,Number,249
New Dwelling Completion,2020,Q1,Donegal,Number,120
New Dwelling Completion,2020,Q1,Fingal,Number,413
New Dwelling Completion,2020,Q1,Galway,Number,192
New Dwelling Completion,2020,Q1,Galway City,Number,57
New Dwelling Completion,2020,Q1,Kildare,Number,328
New Dwelling Completion,2020,Q1,Kilkenny,Number,112
New Dwelling Completion,2020,Q1,Kerry,Number,85
New Dwelling Completion,2020,Q1,Longford,Number,19
New Dwelling Completion,2020,Q1,Louth,Number,115
New Dwelling Completion,2020,Q1,Limerick City &,Number,127
New Dwelling Completion,2020,Q1,Leitrim,Number,5
New Dwelling Completion,2020,Q1,Laois,Number,65
New Dwelling Completion,2020,Q1,Meath,Number,381
New Dwelling Completion,2020,Q1,Monaghan,Number,44
New Dwelling Completion,2020,Q1,Mayo,Number,120
New Dwelling Completion,2020,Q1,Offaly,Number,45
New Dwelling Completion,2020,Q1,Roscommon,Number,28
New Dwelling Completion,2020,Q1,South Dublin,Number,315
New Dwelling Completion,2020,Q1,Sligo,Number,74
New Dwelling Completion,2020,Q1,Tipperary,Number,69
New Dwelling Completion,2020,Q1,Waterford City &,Number,130
New Dwelling Completion,2020,Q1,Westmeath,Number,83
New Dwelling Completion,2020,Q1,Wicklow,Number,223
New Dwelling Completion,2020,Q1,Wexford,Number,140
New Dwelling Completion,2020,Q2,Ireland,Number,3227
New Dwelling Completion,2020,Q2,Cork City,Number,140
New Dwelling Completion,2020,Q2,Clare,Number,70
New Dwelling Completion,2020,Q2,Cavan,Number,30
New Dwelling Completion,2020,Q2,Cork,Number,192
New Dwelling Completion,2020,Q2,Carlow,Number,46
New Dwelling Completion,2020,Q2,Dublin City,Number,252
New Dwelling Completion,2020,Q2,Dún Laoghaire Rathdown,Number,102
New Dwelling Completion,2020,Q2,Donegal,Number,98
New Dwelling Completion,2020,Q2,Fingal,Number,308
New Dwelling Completion,2020,Q2,Galway,Number,122
New Dwelling Completion,2020,Q2,Galway City,Number,31
New Dwelling Completion,2020,Q2,Kildare,Number,280
New Dwelling Completion,2020,Q2,Kilkenny,Number,67
New Dwelling Completion,2020,Q2,Kerry,Number,57
New Dwelling Completion,2020,Q2,Longford,Number,17
New Dwelling Completion,2020,Q2,Louth,Number,190
New Dwelling Completion,2020,Q2,Limerick City &,Number,64
New Dwelling Completion,2020,Q2,Leitrim,Number,5
New Dwelling Completion,2020,Q2,Laois,Number,62
New Dwelling Completion,2020,Q2,Meath,Number,302
New Dwelling Completion,2020,Q2,Monaghan,Number,33
New Dwelling Completion,2020,Q2,Mayo,Number,53
New Dwelling Completion,2020,Q2,Offaly,Number,25
New Dwelling Completion,2020,Q2,Roscommon,Number,25
New Dwelling Completion,2020,Q2,South Dublin,Number,166
New Dwelling Completion,2020,Q2,Sligo,Number,11
New Dwelling Completion,2020,Q2,Tipperary,Number,60
New Dwelling Completion,2020,Q2,Waterford City &,Number,83
New Dwelling Completion,2020,Q2,Westmeath,Number,55
New Dwelling Completion,2020,Q2,Wicklow,Number,169
New Dwelling Completion,2020,Q2,Wexford,Number,112
New Dwelling Completion,2020,Q3,Ireland,Number,5030
New Dwelling Completion,2020,Q3,Cork City,Number,323
New Dwelling Completion,2020,Q3,Clare,Number,112
New Dwelling Completion,2020,Q3,Cavan,Number,63
New Dwelling Completion,2020,Q3,Cork,Number,407
New Dwelling Completion,2020,Q3,Carlow,Number,66
New Dwelling Completion,2020,Q3,Dublin City,Number,385
New Dwelling Completion,2020,Q3,Dún Laoghaire Rathdown,Number,198
New Dwelling Completion,2020,Q3,Donegal,Number,131
New Dwelling Completion,2020,Q3,Fingal,Number,293
New Dwelling Completion,2020,Q3,Galway,Number,196
New Dwelling Completion,2020,Q3,Galway City,Number,47
New Dwelling Completion,2020,Q3,Kildare,Number,493
New Dwelling Completion,2020,Q3,Kilkenny,Number,87
New Dwelling Completion,2020,Q3,Kerry,Number,181
New Dwelling Completion,2020,Q3,Longford,Number,31
New Dwelling Completion,2020,Q3,Louth,Number,147
New Dwelling Completion,2020,Q3,Limerick City &,Number,137
New Dwelling Completion,2020,Q3,Leitrim,Number,12
New Dwelling Completion,2020,Q3,Laois,Number,80
New Dwelling Completion,2020,Q3,Meath,Number,388
New Dwelling Completion,2020,Q3,Monaghan,Number,59
New Dwelling Completion,2020,Q3,Mayo,Number,130
New Dwelling Completion,2020,Q3,Offaly,Number,43
New Dwelling Completion,2020,Q3,Roscommon,Number,45
New Dwelling Completion,2020,Q3,South Dublin,Number,218
New Dwelling Completion,2020,Q3,Sligo,Number,51
New Dwelling Completion,2020,Q3,Tipperary,Number,87
New Dwelling Completion,2020,Q3,Waterford City &,Number,124
New Dwelling Completion,2020,Q3,Westmeath,Number,59
New Dwelling Completion,2020,Q3,Wicklow,Number,276
New Dwelling Completion,2020,Q3,Wexford,Number,161
New Dwelling Completion,2020,Q4,Ireland,Number,7311
New Dwelling Completion,2020,Q4,Cork City,Number,316
New Dwelling Completion,2020,Q4,Clare,Number,132
New Dwelling Completion,2020,Q4,Cavan,Number,66
New Dwelling Completion,2020,Q4,Cork,Number,475
New Dwelling Completion,2020,Q4,Carlow,Number,62
New Dwelling Completion,2020,Q4,Dublin City,Number,909
New Dwelling Completion,2020,Q4,Dún Laoghaire Rathdown,Number,273
New Dwelling Completion,2020,Q4,Donegal,Number,225
New Dwelling Completion,2020,Q4,Fingal,Number,372
New Dwelling Completion,2020,Q4,Galway,Number,336
New Dwelling Completion,2020,Q4,Galway City,Number,64
New Dwelling Completion,2020,Q4,Kildare,Number,561
New Dwelling Completion,2020,Q4,Kilkenny,Number,117
New Dwelling Completion,2020,Q4,Kerry,Number,247
New Dwelling Completion,2020,Q4,Longford,Number,34
New Dwelling Completion,2020,Q4,Louth,Number,172
New Dwelling Completion,2020,Q4,Limerick City &,Number,181
New Dwelling Completion,2020,Q4,Leitrim,Number,17
New Dwelling Completion,2020,Q4,Laois,Number,132
New Dwelling Completion,2020,Q4,Meath,Number,444
New Dwelling Completion,2020,Q4,Monaghan,Number,77
New Dwelling Completion,2020,Q4,Mayo,Number,109
New Dwelling Completion,2020,Q4,Offaly,Number,85
New Dwelling Completion,2020,Q4,Roscommon,Number,61
New Dwelling Completion,2020,Q4,South Dublin,Number,923
New Dwelling Completion,2020,Q4,Sligo,Number,39
New Dwelling Completion,2020,Q4,Tipperary,Number,84
New Dwelling Completion,2020,Q4,Waterford City &,Number,126
New Dwelling Completion,2020,Q4,Westmeath,Number,91
New Dwelling Completion,2020,Q4,Wicklow,Number,371
New Dwelling Completion,2020,Q4,Wexford,Number,210
New Dwelling Completion,2021,Q1,Ireland,Number,3957
New Dwelling Completion,2021,Q1,Cork City,Number,194
New Dwelling Completion,2021,Q1,Clare,Number,60
New Dwelling Completion,2021,Q1,Cavan,Number,53
New Dwelling Completion,2021,Q1,Cork,Number,265
New Dwelling Completion,2021,Q1,Carlow,Number,35
New Dwelling Completion,2021,Q1,Dublin City,Number,366
New Dwelling Completion,2021,Q1,Dún Laoghaire Rathdown,Number,117
New Dwelling Completion,2021,Q1,Donegal,Number,83
New Dwelling Completion,2021,Q1,Fingal,Number,312
New Dwelling Completion,2021,Q1,Galway,Number,198
New Dwelling Completion,2021,Q1,Galway City,Number,134
New Dwelling Completion,2021,Q1,Kildare,Number,319
New Dwelling Completion,2021,Q1,Kilkenny,Number,59
New Dwelling Completion,2021,Q1,Kerry,Number,130
New Dwelling Completion,2021,Q1,Longford,Number,23
New Dwelling Completion,2021,Q1,Louth,Number,174
New Dwelling Completion,2021,Q1,Limerick City &,Number,125
New Dwelling Completion,2021,Q1,Leitrim,Number,12
New Dwelling Completion,2021,Q1,Laois,Number,132
New Dwelling Completion,2021,Q1,Meath,Number,235
New Dwelling Completion,2021,Q1,Monaghan,Number,47
New Dwelling Completion,2021,Q1,Mayo,Number,65
New Dwelling Completion,2021,Q1,Offaly,Number,50
New Dwelling Completion,2021,Q1,Roscommon,Number,55
New Dwelling Completion,2021,Q1,South Dublin,Number,212
New Dwelling Completion,2021,Q1,Sligo,Number,24
New Dwelling Completion,2021,Q1,Tipperary,Number,58
New Dwelling Completion,2021,Q1,Waterford City &,Number,74
New Dwelling Completion,2021,Q1,Westmeath,Number,95
New Dwelling Completion,2021,Q1,Wicklow,Number,134
New Dwelling Completion,2021,Q1,Wexford,Number,117
New Dwelling Completion,2021,Q2,Ireland,Number,4964
New Dwelling Completion,2021,Q2,Cork City,Number,154
New Dwelling Completion,2021,Q2,Clare,Number,119
New Dwelling Completion,2021,Q2,Cavan,Number,59
New Dwelling Completion,2021,Q2,Cork,Number,407
New Dwelling Completion,2021,Q2,Carlow,Number,79
New Dwelling Completion,2021,Q2,Dublin City,Number,393
New Dwelling Completion,2021,Q2,Dún Laoghaire Rathdown,Number,321
New Dwelling Completion,2021,Q2,Donegal,Number,123
New Dwelling Completion,2021,Q2,Fingal,Number,521
New Dwelling Completion,2021,Q2,Galway,Number,153
New Dwelling Completion,2021,Q2,Galway City,Number,88
New Dwelling Completion,2021,Q2,Kildare,Number,485
New Dwelling Completion,2021,Q2,Kilkenny,Number,107
New Dwelling Completion,2021,Q2,Kerry,Number,100
New Dwelling Completion,2021,Q2,Longford,Number,24
New Dwelling Completion,2021,Q2,Louth,Number,165
New Dwelling Completion,2021,Q2,Limerick City &,Number,137
New Dwelling Completion,2021,Q2,Leitrim,Number,26
New Dwelling Completion,2021,Q2,Laois,Number,83
New Dwelling Completion,2021,Q2,Meath,Number,244
New Dwelling Completion,2021,Q2,Monaghan,Number,56
New Dwelling Completion,2021,Q2,Mayo,Number,98
New Dwelling Completion,2021,Q2,Offaly,Number,49
New Dwelling Completion,2021,Q2,Roscommon,Number,61
New Dwelling Completion,2021,Q2,South Dublin,Number,288
New Dwelling Completion,2021,Q2,Sligo,Number,30
New Dwelling Completion,2021,Q2,Tipperary,Number,69
New Dwelling Completion,2021,Q2,Waterford City &,Number,128
New Dwelling Completion,2021,Q2,Westmeath,Number,66
New Dwelling Completion,2021,Q2,Wicklow,Number,148
New Dwelling Completion,2021,Q2,Wexford,Number,183
New Dwelling Completion,2021,Q3,Ireland,Number,4631
New Dwelling Completion,2021,Q3,Cork City,Number,151
New Dwelling Completion,2021,Q3,Clare,Number,87
New Dwelling Completion,2021,Q3,Cavan,Number,42
New Dwelling Completion,2021,Q3,Cork,Number,397
New Dwelling Completion,2021,Q3,Carlow,Number,44
New Dwelling Completion,2021,Q3,Dublin City,Number,371
New Dwelling Completion,2021,Q3,Dún Laoghaire Rathdown,Number,323
New Dwelling Completion,2021,Q3,Donegal,Number,109
New Dwelling Completion,2021,Q3,Fingal,Number,394
New Dwelling Completion,2021,Q3,Galway,Number,194
New Dwelling Completion,2021,Q3,Galway City,Number,48
New Dwelling Completion,2021,Q3,Kildare,Number,543
New Dwelling Completion,2021,Q3,Kilkenny,Number,75
New Dwelling Completion,2021,Q3,Kerry,Number,110
New Dwelling Completion,2021,Q3,Longford,Number,17
New Dwelling Completion,2021,Q3,Louth,Number,158
New Dwelling Completion,2021,Q3,Limerick City &,Number,145
New Dwelling Completion,2021,Q3,Leitrim,Number,25
New Dwelling Completion,2021,Q3,Laois,Number,110
New Dwelling Completion,2021,Q3,Meath,Number,260
New Dwelling Completion,2021,Q3,Monaghan,Number,37
New Dwelling Completion,2021,Q3,Mayo,Number,86
New Dwelling Completion,2021,Q3,Offaly,Number,60
New Dwelling Completion,2021,Q3,Roscommon,Number,56
New Dwelling Completion,2021,Q3,South Dublin,Number,140
New Dwelling Completion,2021,Q3,Sligo,Number,42
New Dwelling Completion,2021,Q3,Tipperary,Number,61
New Dwelling Completion,2021,Q3,Waterford City &,Number,140
New Dwelling Completion,2021,Q3,Westmeath,Number,40
New Dwelling Completion,2021,Q3,Wicklow,Number,228
New Dwelling Completion,2021,Q3,Wexford,Number,138
New Dwelling Completion,2021,Q4,Ireland,Number,6917
New Dwelling Completion,2021,Q4,Cork City,Number,241
New Dwelling Completion,2021,Q4,Clare,Number,144
New Dwelling Completion,2021,Q4,Cavan,Number,41
New Dwelling Completion,2021,Q4,Cork,Number,411
New Dwelling Completion,2021,Q4,Carlow,Number,94
New Dwelling Completion,2021,Q4,Dublin City,Number,948
New Dwelling Completion,2021,Q4,Dún Laoghaire Rathdown,Number,605
New Dwelling Completion,2021,Q4,Donegal,Number,162
New Dwelling Completion,2021,Q4,Fingal,Number,636
New Dwelling Completion,2021,Q4,Galway,Number,200
New Dwelling Completion,2021,Q4,Galway City,Number,32
New Dwelling Completion,2021,Q4,Kildare,Number,687
New Dwelling Completion,2021,Q4,Kilkenny,Number,84
New Dwelling Completion,2021,Q4,Kerry,Number,105
New Dwelling Completion,2021,Q4,Longford,Number,60
New Dwelling Completion,2021,Q4,Louth,Number,167
New Dwelling Completion,2021,Q4,Limerick City &,Number,191
New Dwelling Completion,2021,Q4,Leitrim,Number,22
New Dwelling Completion,2021,Q4,Laois,Number,66
New Dwelling Completion,2021,Q4,Meath,Number,529
New Dwelling Completion,2021,Q4,Monaghan,Number,66
New Dwelling Completion,2021,Q4,Mayo,Number,121
New Dwelling Completion,2021,Q4,Offaly,Number,87
New Dwelling Completion,2021,Q4,Roscommon,Number,37
New Dwelling Completion,2021,Q4,South Dublin,Number,302
New Dwelling Completion,2021,Q4,Sligo,Number,48
New Dwelling Completion,2021,Q4,Tipperary,Number,118
New Dwelling Completion,2021,Q4,Waterford City &,Number,180
New Dwelling Completion,2021,Q4,Westmeath,Number,42
New Dwelling Completion,2021,Q4,Wicklow,Number,237
New Dwelling Completion,2021,Q4,Wexford,Number,254
New Dwelling Completion,2022,Q1,Ireland,Number,5595
New Dwelling Completion,2022,Q1,Cork City,Number,149
New Dwelling Completion,2022,Q1,Clare,Number,143
New Dwelling Completion,2022,Q1,Cavan,Number,43
New Dwelling Completion,2022,Q1,Cork,Number,345
New Dwelling Completion,2022,Q1,Carlow,Number,60
New Dwelling Completion,2022,Q1,Dublin City,Number,973
New Dwelling Completion,2022,Q1,Dún Laoghaire Rathdown,Number,581
New Dwelling Completion,2022,Q1,Donegal,Number,130
New Dwelling Completion,2022,Q1,Fingal,Number,347
New Dwelling Completion,2022,Q1,Galway,Number,172
New Dwelling Completion,2022,Q1,Galway City,Number,18
New Dwelling Completion,2022,Q1,Kildare,Number,308
New Dwelling Completion,2022,Q1,Kilkenny,Number,58
New Dwelling Completion,2022,Q1,Kerry,Number,133
New Dwelling Completion,2022,Q1,Longford,Number,26
New Dwelling Completion,2022,Q1,Louth,Number,199
New Dwelling Completion,2022,Q1,Limerick City &,Number,151
New Dwelling Completion,2022,Q1,Leitrim,Number,9
New Dwelling Completion,2022,Q1,Laois,Number,76
New Dwelling Completion,2022,Q1,Meath,Number,276
New Dwelling Completion,2022,Q1,Monaghan,Number,56
New Dwelling Completion,2022,Q1,Mayo,Number,97
New Dwelling Completion,2022,Q1,Offaly,Number,138
New Dwelling Completion,2022,Q1,Roscommon,Number,41
New Dwelling Completion,2022,Q1,South Dublin,Number,243
New Dwelling Completion,2022,Q1,Sligo,Number,36
New Dwelling Completion,2022,Q1,Tipperary,Number,79
New Dwelling Completion,2022,Q1,Waterford City &,Number,154
New Dwelling Completion,2022,Q1,Westmeath,Number,69
New Dwelling Completion,2022,Q1,Wicklow,Number,268
New Dwelling Completion,2022,Q1,Wexford,Number,217
New Dwelling Completion,2022,Q2,Ireland,Number,7588
New Dwelling Completion,2022,Q2,Cork City,Number,363
New Dwelling Completion,2022,Q2,Clare,Number,165
New Dwelling Completion,2022,Q2,Cavan,Number,80
New Dwelling Completion,2022,Q2,Cork,Number,487
New Dwelling Completion,2022,Q2,Carlow,Number,51
New Dwelling Completion,2022,Q2,Dublin City,Number,1021
New Dwelling Completion,2022,Q2,Dún Laoghaire Rathdown,Number,668
New Dwelling Completion,2022,Q2,Donegal,Number,156
New Dwelling Completion,2022,Q2,Fingal,Number,592
New Dwelling Completion,2022,Q2,Galway,Number,231
New Dwelling Completion,2022,Q2,Galway City,Number,140
New Dwelling Completion,2022,Q2,Kildare,Number,566
New Dwelling Completion,2022,Q2,Kilkenny,Number,146
New Dwelling Completion,2022,Q2,Kerry,Number,213
New Dwelling Completion,2022,Q2,Longford,Number,20
New Dwelling Completion,2022,Q2,Louth,Number,200
New Dwelling Completion,2022,Q2,Limerick City &,Number,211
New Dwelling Completion,2022,Q2,Leitrim,Number,13
New Dwelling Completion,2022,Q2,Laois,Number,152
New Dwelling Completion,2022,Q2,Meath,Number,538
New Dwelling Completion,2022,Q2,Monaghan,Number,99
New Dwelling Completion,2022,Q2,Mayo,Number,114
New Dwelling Completion,2022,Q2,Offaly,Number,90
New Dwelling Completion,2022,Q2,Roscommon,Number,27
New Dwelling Completion,2022,Q2,South Dublin,Number,425
New Dwelling Completion,2022,Q2,Sligo,Number,48
New Dwelling Completion,2022,Q2,Tipperary,Number,107
New Dwelling Completion,2022,Q2,Waterford City &,Number,93
New Dwelling Completion,2022,Q2,Westmeath,Number,91
New Dwelling Completion,2022,Q2,Wicklow,Number,313
New Dwelling Completion,2022,Q2,Wexford,Number,168
New Dwelling Completion,2022,Q3,Ireland,Number,7367
New Dwelling Completion,2022,Q3,Cork City,Number,330
New Dwelling Completion,2022,Q3,Clare,Number,124
New Dwelling Completion,2022,Q3,Cavan,Number,57
New Dwelling Completion,2022,Q3,Cork,Number,484
New Dwelling Completion,2022,Q3,Carlow,Number,54
New Dwelling Completion,2022,Q3,Dublin City,Number,1215
New Dwelling Completion,2022,Q3,Dún Laoghaire Rathdown,Number,377
New Dwelling Completion,2022,Q3,Donegal,Number,167
New Dwelling Completion,2022,Q3,Fingal,Number,560
New Dwelling Completion,2022,Q3,Galway,Number,224
New Dwelling Completion,2022,Q3,Galway City,Number,159
New Dwelling Completion,2022,Q3,Kildare,Number,748
New Dwelling Completion,2022,Q3,Kilkenny,Number,75
New Dwelling Completion,2022,Q3,Kerry,Number,138
New Dwelling Completion,2022,Q3,Longford,Number,50
New Dwelling Completion,2022,Q3,Louth,Number,191
New Dwelling Completion,2022,Q3,Limerick City &,Number,191
New Dwelling Completion,2022,Q3,Leitrim,Number,23
New Dwelling Completion,2022,Q3,Laois,Number,79
New Dwelling Completion,2022,Q3,Meath,Number,390
New Dwelling Completion,2022,Q3,Monaghan,Number,63
New Dwelling Completion,2022,Q3,Mayo,Number,119
New Dwelling Completion,2022,Q3,Offaly,Number,62
New Dwelling Completion,2022,Q3,Roscommon,Number,42
New Dwelling Completion,2022,Q3,South Dublin,Number,457
New Dwelling Completion,2022,Q3,Sligo,Number,60
New Dwelling Completion,2022,Q3,Tipperary,Number,66
New Dwelling Completion,2022,Q3,Waterford City &,Number,108
New Dwelling Completion,2022,Q3,Westmeath,Number,147
New Dwelling Completion,2022,Q3,Wicklow,Number,326
New Dwelling Completion,2022,Q3,Wexford,Number,281
New Dwelling Completion,2022,Q4,Ireland,Number,9082
New Dwelling Completion,2022,Q4,Cork City,Number,352
New Dwelling Completion,2022,Q4,Clare,Number,123
New Dwelling Completion,2022,Q4,Cavan,Number,77
New Dwelling Completion,2022,Q4,Cork,Number,555
New Dwelling Completion,2022,Q4,Carlow,Number,66
New Dwelling Completion,2022,Q4,Dublin City,Number,662
New Dwelling Completion,2022,Q4,Dún Laoghaire Rathdown,Number,1080
New Dwelling Completion,2022,Q4,Donegal,Number,199
New Dwelling Completion,2022,Q4,Fingal,Number,532
